183,71,7
184,72,4
185,72,13
186,72,14
187,73,7
188,74,13
189,74,14
190,74,46
191,75,4
192,75,24
193,75,17
194,76,4
195,77,7
196,77,20
197,78,4
198,78,47
199,79,4
200,80,13
201,80,14
202,81,13
203,81,14
204,81,48
205,82,1
206,82,2
207,82,8
208,83,49
209,84,1
210,84,2
211,85,10
212,85,11
213,86,1
214,86,2
215,86,50
216,87,13
217,87,14
218,87,51
219,88,10
220,88,11
221,88,20
222,89,4
223,89,17
224,89,3
225,90,1
226,90,2
227,90,3
228,91,1
229,91,2
230,92,4
231,92,52
232,92,50
233,93,4
234,93,20
235,94,4
236,94,53
237,95,1
238,95,2
239,95,3
240,96,1
241,96,2
242,96,3
243,96,54
244,97,1
245,98,10
246,98,11
247,99,1
248,99,2
249,99,50
250,100,4
251,100,20
252,100,17
253,101,4
254,101,38
255,102,7
256,102,16
257,102,15
258,103,4
259,104,10
260,104,11
261,105,10
262,105,11
263,106,10
264,106,11
265,107,4
266,107,55
267,108,7
268,109,56
269,110,17
270,110,20
271,110,57
272,111,58
273,112,20
274,112,16
275,112,59
276,113,56
277,113,17
278,113,60
279,114,58
280,114,61
281,115,58
282,115,62
283,116,18
284,116,63
285,116,64
286,117,65
287,117,66
288,118,67
289,119,68
290,119,69
291,119,20
292,119,70
293,120,71
294,120,72
295,121,56
296,121,73
297,122,73
298,122,74
299,122,75
300,122,20
301,123,76
302,123,77
303,123,67
304,123,78
305,124,17
306,125,79
307,125,20
308,125,64
309,125,80
310,126,81
311,126,82
312,126,83
313,127,58
314,127,84
315,127,85
316,128,17
317,128,86
318,128,87
319,129,17
320,129,24
321,129,88
322,129,89
323,130,90
324,130,17
325,130,91
326,130,92
327,131,93
328,131,17
329,131,94
330,131,95
331,132,63
332,132,64
333,132,96
334,133,68
335,133,69
336,133,70
337,133,97
338,134,58
339,135,19
340,135,63
341,135,98
342,135,42
343,136,62
344,136,76
345,136,99
346,137,17
347,137,22
348,137,72
349,137,24
350,138,76
351,138,100
352,138,101
353,138,102
354,139,103
355,139,76
356,139,99
357,140,104
358,140,17
359,140,102
360,140,16
361,141,64
362,141,17
363,141,102
364,141,105
365,142,76
366,142,102
367,142,16
368,142,76
369,143,58
370,143,84
371,143,106
372,144,107
373,144,53
374,144,108
375,144,109
376,145,68
377,145,69
378,145,79
379,145,102
380,146,110
381,146,111
382,147,112
383,147,81
384,147,113
385,147,114
386,148,0
387,148,60
388,148,115
389,148,116
390,149,117
391,149,118
392,150,68
393,150,119
394,150,120
395,150,121
396,151,122
397,151,0
398,152,60
399,152,86
400,152,17
401,152,115
402,153,32
403,153,123
404,153,8
405,154,62
406,155,124
407,155,125
408,155,126
409,155,127
410,156,128
411,156,129
412,156,130
413,156,131
414,157,132
415,157,133
416,157,134
417,157,135
418,158,22
419,158,136
420,158,137
421,158,138
422,159,139
423,159,44
424,159,140
425,159,14
426,160,141
427,160,142
428,160,143
429,160,144
430,161,22
431,161,118
432,161,145
433,161,146
434,162,147
435,162,110
436,162,148
437,162,149
438,163,150
439,163,38
440,163,151
441,163,44
442,164,17
443,164,152
444,164,140
445,164,153
446,165,4
447,165,154
448,165,155
449,165,11
450,166,156
451,166,17
452,166,116
453,166,157
454,167,39
455,167,82
456,167,158
457,167,159
458,168,160
459,168,159
460,168,161
461,168,162
462,169,110
463,169,163
464,169,164
465,169,165
466,170,166
467,170,135
468,170,2
469,170,167
470,171,119
471,171,20
472,171,76
473,172,140
474,172,119
475,172,168
476,172,169
